disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
2021,07/13/2021,2021-07-09,,SHLX,Shell Midstream Partners LP Common Units rep ltd partner interests,purchase,"$100,001 - $250,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019043.pdf,False
2021,07/13/2021,2021-07-09,,USAC,USA Compression Partners LP Common Units rep ltd partner interests,purchase,"$100,001 - $250,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019043.pdf,False
2021,07/13/2021,2021-07-09,,USDP,USD Partners LP Common Units rep ltd partner interests,sale_full,"$100,001 - $250,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019043.pdf,False
2021,07/13/2021,2021-06-10,joint,AGCO,AGCO Corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-15,joint,ALFY,Ally Financial Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,AMRC,Ameresco Inc Class A,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,AJG,Arthur J Gallagher & Co,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,BHI,Baker Hughes Incorporated,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,BLL,Ball Corporation,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,BLL,Ball Corporation,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,BKI,Black Knight Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,BLK,Black Knight Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,BLK,Black Knight Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-09,joint,CDNS,Cadence Design Systems Inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,CZR,Caesars Entertainment Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,CZR,Caesars Entertainment Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,,CWH,Camping World Holdings Inc Class A Common Stock,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,CARR,Carrier Global Corporation,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,CARR,Carrier Global Corporation,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,CHDN,"Churchill Downs, Incorporated",purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,CCC,Clarivate Plc Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,COMM,CommScope Holding Company Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,CWK,Cushman & Wakefield plc Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,CWK,Cushman & Wakefield plc Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,CWK,Cushman & Wakefield plc Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,CWK,Cushman & Wakefield plc Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,DPZ,Domino's Pizza Inc,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,DPZ,Domino's Pizza Inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,ELAN,Elanco Animal Health Incorporated,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,ELAN,Elanco Animal Health Incorporated,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,GDDY,GoDaddy Inc Class A,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-15,joint,HCA,HCA Healthcare Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,LTD,L Brands Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,LEA,Lear Corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,LDOS,Leidos Holdings Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,LYV,Live Nation Entertainment Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-15,joint,LKQ,LKQ Corporation,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-15,joint,LPLA,LPL Financial Holdings Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,LITE,Lumentum Holdings Inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,MAS,Masco Corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,TAP,Molson Coors Beverage Company Class B,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,MSCI,MSCI Inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,PII,Polaris Inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,PHM,PulteGroup Inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,REZI,Resideo Technologies Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,REZI,Resideo Technologies Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,SCI,Service Corporation International,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-09,joint,SHW,Sherwin-Williams Company,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,SWK,Stanley Black & Decker Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,SWK,Stanley Black & Decker Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-09,joint,SBUX,Starbucks Corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,STOR,STORE Capital Corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,SYF,Synchrony Financial,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,TFX,Teleflex Incorporated,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-09,joint,TER,Teradyne Inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,TTEK,Tetra Tech Inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,TNL,Travel Leisure Co Common Stock,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,VICI,VICI Properties Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,VICI,VICI Properties Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-17,joint,VICI,VICI Properties Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-21,joint,VNT,Vontier Corporation,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-23,joint,VNT,Vontier Corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,WLK,Westlake Chemical Corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,WRK,Westrock Company,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-10,joint,WHR,Whirlpool Corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-28,joint,ZBH,Zimmer Biomet Holdings Inc,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,False
2021,07/13/2021,2021-06-01,self,IT,"Gartner, INc",sale_partial,"$15,001 - $50,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-01,self,DG,Dollar General Corp,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-01,self,INFO,IHS Markit Ltd.,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-01,self,ROP,"Roper Technologies, INc.",purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-04,self,HEI,Heico Corp,sale_full,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-04,self,BAM,Brookfield Asset Management,sale_full,"$15,001 - $50,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-04,self,TDG,Transdigm Group Inc.,sale_full,"$15,001 - $50,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-04,self,KKR,KKR & Co. INc.,sale_full,"$15,001 - $50,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-16,self,CBRE,"CBRE Group, Inc.",sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-18,self,NVDA,Nvidia Corporation,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-18,self,MTCH,"Match Group, Inc.",purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-22,self,NVDA,Nvida Corporation,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-22,self,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-23,self,CSGP,"Costar Group, Inc.",purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-23,self,FNF,Fidelity National Financial,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-29,self,EQIX,"EQUINIX, Inc.",sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-18,dependent,WBA,Walgreens Boots Alliance INc,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-25,dependent,DIS,Walt Disney company,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-25,dependent,NVR,NVR Inc,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,SBAC,SBA COMMUNICATIONS CORP,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-01,dependent,FEYE,Fireeye Inc.,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,CTSH,Cognizant Technology Solutions Corp,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,ABT,Abbot Laboratories,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,WY,Weyerhauser,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,HUM,Humana,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,PH,Parker-Hannifin Corp,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,PG,Proctor & Gamble,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,MDT,Medtronic,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,FNF,Fidelity National Financial Services,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-04,dependent,DE,Deere & Company,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-15,dependent,D,Dominion Energy,sale_full,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-02,dependent,MS,Morgan Stanley,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-02,dependent,SBUX,Starbucks,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-01,dependent,MET,Metlife Inc.,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-16,dependent,KMB,kimberly clark,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-16,self,--,DELAWARE TRANSN AUTH  S301 REV 5% 06/01/22,purchase,"$15,001 - $50,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-24,self,--,DARE CNTY C UTIL SYS REV 4%,purchase,"$15,001 - $50,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-21,self,--,HORRY CNTY S C SCH DIST GC 5% 03/1/22,purchase,"$50,001 - $100,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-04,self,--,BULLOCH CNTY GA SCH DIST 08 5% 05/01/22 MN,purchase,"$50,001 - $100,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-21,self,--,WILLIAMSON CNTY TENN GO 2% 04/1/22 AO,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,DIS,Walt Disney Company,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,SBAC,sba communications,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,HUM,Humana Inc,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,MDT,medtronics,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,WY,WEYERHAUSER,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,CTSH,CONGNIZANT TECHNNOLOGY SOLUTIONS,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,ABT,ABBOT LABORATORIES,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,PH,PARKER-HANNIFIN CORP,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,FIS,FIDELITY NATIONAL INFO SERVICES,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,PG,PROCTOR & GAMBLE,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,DE,DEERE & COMPANY,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,WFC,WELLS FARGO CORP,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,MET,METLIFE INC,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,MS,MORGAN STANLEY,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,HBI,HANES BRANDS INC,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,PEP,PEPSICO,purchase,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-14,self,D,DOMINION ENERGY,sale_full,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
2021,07/13/2021,2021-06-02,self,MS,MORGAN STANLEY,sale_partial,"$1,001 - $15,000",Hon. Rohit Khanna,CA17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,False
