PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14330717,SI,JR,100,100,00:00:00,98.19773974,100,00:00:00,79.11130976,85,00:00:00,87.69838232,100,00:00:00,15,15,00:00:00,89.21230161,100,24:38:32,65.74765349,70,00:00:00,8.850368858,10,00:00:00,35.68423723,47,00:00:00,83.15419834,85,00:00:00,10,10,00:00:00,100,100,00:00:00,69.5591557,75,00:00:00,18.20056494,25,00:00:00,89.98088649,100,405:37:42,49.00022992,50,00:00:00,0,10,00:00:00,100,100,00:00:00,67.121476,87,00:00:00,430:16:14,22.4100544,25,00:00:00,71.08420672,75,405:37:42,75,75,405:37:42,10,10,24:38:32,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14262674,WA,JR,91.62432034,100,50:09:44,99.24149201,100,00:00:00,71.77804596,85,00:00:00,96.80521535,100,00:00:00,7.727423794,15,00:00:00,99.62062549,100,00:00:00,63.67468101,70,00:00:00,10,10,00:00:00,47,47,00:00:00,76.38236241,85,441:39:51,10,10,00:00:00,91.89932052,100,00:00:00,68.14869136,75,00:00:00,23.82523283,25,00:00:00,100,100,00:00:00,38.71802124,50,00:00:00,5.913162275,10,00:00:00,88.50599265,100,00:00:00,72.9710481,87,00:00:00,491:49:35,22.91511021,25,50:09:44,61.72936161,75,50:09:44,68.88264843,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.781980902,10,00:00:00,10,10,50:09:44,9.944197058,10,50:09:44,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14368951,FI,SR,86.31011626,100,00:00:00,85.0007231,100,00:00:00,70.71227355,85,00:00:00,91.36484633,100,00:00:00,15,15,00:00:00,98.82805377,100,00:00:00,69.02010159,70,00:00:00,10,10,00:00:00,46.1248534,47,00:00:00,84.49146883,85,431:24:05,10,10,00:00:00,86.33300448,100,00:00:00,69.66488735,75,00:00:00,25,25,00:00:00,96.2368472,100,239:47:06,48.75985287,50,00:00:00,2.605688946,10,00:00:00,95.56160011,100,00:00:00,71.19852906,87,00:00:00,671:11:11,22.29428767,25,00:00:00,72.06018018,75,00:00:00,73.52874092,75,00:00:00,7.895670616,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,431:24:05,9.906982881,10,00:00:00,7.585200455,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14513929,TH,SR,88.49121946,100,00:00:00,90.99559999,100,00:00:00,60.61691169,85,00:00:00,86.11382624,100,00:00:00,12.49183238,15,00:00:00,90.91090915,100,00:00:00,52.07705538,70,00:00:00,10,10,00:00:00,47,47,00:00:00,77.82058354,85,419:06:41,4.602725598,10,00:00:00,78.54315428,100,00:00:00,73.67782802,75,00:00:00,18.98802648,25,00:00:00,88.821166,100,00:00:00,44.26677675,50,00:00:00,,10,00:00:00,82.73519215,100,00:00:00,83.53041496,87,00:00:00,419:06:41,20.12980702,25,00:00:00,56.19160917,75,00:00:00,62.59426554,75,00:00:00,8.907489424,10,00:00:00,7.089654481,10,00:00:00,8.516808879,10,00:00:00,9.648161517,10,00:00:00,7.648371868,10,00:00:00,10,10,00:00:00,6.2567813,10,00:00:00,9.347508296,10,00:00:00,9.092904289,10,00:00:00,7.342986102,10,00:00:00
A14612635,FI,SO,100,100,00:00:00,91.14871431,100,00:00:00,65.65693303,85,00:00:00,95.78543055,100,00:00:00,9.043608729,15,00:00:00,89.35904172,100,45:24:46,69.74155961,70,00:00:00,0.3303205416,10,00:00:00,39.09224056,47,00:00:00,85,85,743:53:39,9.953022455,10,00:00:00,90.90565332,100,00:00:00,74.25002965,75,00:00:00,19.11617825,25,00:00:00,93.19724556,100,00:00:00,33.77586721,50,180:13:15,3.693084968,10,00:00:00,88.92812046,100,00:00:00,68.70811048,87,00:00:00,969:31:40,17.72912364,25,00:00:00,62.79973567,75,00:00:00,68.84871268,75,00:00:00,10,10,00:00:00,9.402608735,10,743:53:39,7.43345987,10,00:00:00,9.043535209,10,00:00:00,7.429550007,10,00:00:00,9.95595103,10,00:00:00,9.775969877,10,00:00:00,8.651938246,10,00:00:00,10,10,00:00:00,7.896012148,10,00:00:00
A14297403,FI,SR,76.1092022,100,00:00:00,36.28038177,100,00:00:00,55.94982691,85,00:00:00,89.12871785,100,00:00:00,12.1157553,15,00:00:00,89.04168913,100,46:35:38,54.96863097,70,00:00:00,,10,00:00:00,31.15704777,47,00:00:00,66.61684934,85,00:00:00,,10,00:00:00,57.49532118,100,00:00:00,70.35875835,75,00:00:00,16.77204718,25,00:00:00,65.60860571,100,00:00:00,24.38526826,50,00:00:00,0,10,00:00:00,80.25809486,100,00:00:00,79.16370857,87,00:00:00,46:35:38,18.73380845,25,00:00:00,52.27663268,75,00:00:00,55.18758525,75,00:00:00,7.598608881,10,00:00:00,9.912453884,10,00:00:00,8.423000634,10,00:00:00,9.416526985,10,00:00:00,9.608350541,10,00:00:00,7.931872359,10,46:35:38,10,10,00:00:00,9.77573059,10,46:35:38,6.961964225,10,46:35:38,8.785667771,10,46:35:38
A14513929,WA,SR,84.94404921,100,00:00:00,76.17439855,100,00:00:00,59.75183207,85,00:00:00,81.32303964,100,00:00:00,14.03769538,15,00:00:00,88.33149388,100,00:00:00,53.21428696,70,00:00:00,10,10,00:00:00,46.77067418,47,00:00:00,74.93381904,85,419:06:41,9.962192824,10,00:00:00,85.10155091,100,00:00:00,68.67439053,75,00:00:00,21.05668594,25,00:00:00,91.45946302,100,00:00:00,35.27431289,50,00:00:00,,10,00:00:00,93.56382415,100,00:00:00,74.83385123,87,00:00:00,419:06:41,20.19219639,25,00:00:00,54.62049625,75,00:00:00,58.65143535,75,00:00:00,10,10,00:00:00,8.406646519,10,00:00:00,9.670126452,10,00:00:00,6.9729261,10,419:06:41,9.375902649,10,00:00:00,7.067442019,10,00:00:00,6.471213649,10,00:00:00,8.73577754,10,00:00:00,7.772309868,10,00:00:00,10,10,00:00:00
A14883274,FI,JR,98.36870839,100,00:00:00,46.67313604,100,00:00:00,59.46764937,85,00:00:00,87.39320513,100,00:00:00,10.28760132,15,00:00:00,92.72339028,100,00:00:00,70,70,00:00:00,10,10,00:00:00,37.26260401,47,00:00:00,68.31197529,85,645:24:50,4.170479893,10,00:00:00,85.59238226,100,00:00:00,70.32411769,75,00:00:00,25,25,00:00:00,88.50175819,100,00:00:00,48.22619085,50,00:00:00,0.2713253572,10,00:00:00,83.39618942,100,00:00:00,67.42185687,87,00:00:00,669:12:21,22.1392244,25,00:00:00,56.63386278,75,00:00:00,60.93049873,75,00:00:00,10,10,00:00:00,5.493604839,10,669:12:21,10,10,00:00:00,8.826729426,10,00:00:00,4.747740056,10,00:00:00,10,10,00:00:00,7.087894927,10,00:00:00,6.422875494,10,00:00:00,10,10,00:00:00,9.993031411,10,669:12:21
A14577063,RE,JR,89.09974545,100,00:00:00,92.18445949,100,00:00:00,85,85,00:00:00,83.44440254,100,00:00:00,15,15,00:00:00,93.68588,100,42:14:50,58.6432373,70,00:00:00,9.409258526,10,00:00:00,35.64013368,47,00:00:00,66.88524462,85,00:00:00,3.23967532,10,00:00:00,76.48197282,100,00:00:00,75,75,00:00:00,25,25,00:00:00,87.96586027,100,00:00:00,30.65629563,50,00:00:00,4.153077942,10,00:00:00,89.51722694,100,00:00:00,72.92660045,87,00:00:00,42:14:50,25,25,00:00:00,75,75,00:00:00,75,75,00:00:00,9.552631677,10,00:00:00,9.688598453,10,00:00:00,8.102933921,10,00:00:00,10,10,42:14:50,10,10,00:00:00,10,10,00:00:00,10,10,42:14:50,10,10,00:00:00,10,10,42:14:50,10,10,00:00:00
A14874081,FI,JR,93.81216539,100,00:00:00,66.33905536,100,00:00:00,50.65652269,85,00:00:00,91.1496196,100,00:00:00,13.62620043,15,00:00:00,36.47483627,100,35:24:07,59.04321506,70,00:00:00,8.748192573,10,00:00:00,32.520411,47,00:00:00,69.14339848,85,00:00:00,,10,00:00:00,80.45461076,100,00:00:00,73.34964323,75,00:00:00,22.70893392,25,00:00:00,90.82246983,100,00:00:00,50,50,00:00:00,3.382682994,10,00:00:00,61.03647821,100,00:00:00,61.66415926,87,00:00:00,35:24:07,12.09157085,25,00:00:00,42.84866059,75,00:00:00,48.75544495,75,00:00:00,7.712440273,10,00:00:00,5.172077336,10,00:00:00,5.776782873,10,00:00:00,8.651287417,10,00:00:00,9.598449329,10,00:00:00,10,10,00:00:00,7.653041258,10,00:00:00,10,10,00:00:00,5.588492263,10,00:00:00,3.140511391,10,00:00:00
A14358463,SI,SR,85.39272297,100,00:00:00,89.6861384,100,00:00:00,77.37521042,85,00:00:00,98.54100831,100,00:00:00,15,15,00:00:00,90.64017197,100,00:00:00,68.14362359,70,00:00:00,10,10,00:00:00,30.87967364,47,00:00:00,85,85,383:54:33,10,10,00:00:00,93.11085942,100,00:00:00,69.54523913,75,00:00:00,24.99482268,25,00:00:00,76.65261958,100,00:00:00,50,50,00:00:00,1.8725157,10,00:00:00,100,100,00:00:00,59.20333699,87,00:00:00,383:54:33,22.60205246,25,00:00:00,69.79465247,75,00:00:00,75,75,00:00:00,9.812983016,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.898077005,10,00:00:00,9.6736531,10,00:00:00,9.981634703,10,00:00:00,10,10,383:54:33,10,10,00:00:00
A14000225,FI,SR,,100,00:00:00,,100,00:00:00,,85,00:00:00,,100,00:00:00,,15,00:00:00,,100,00:00:00,,70,00:00:00,,10,00:00:00,,47,00:00:00,,85,00:00:00,,10,00:00:00,,100,00:00:00,,75,00:00:00,,25,00:00:00,,100,00:00:00,,50,00:00:00,,10,00:00:00,,100,00:00:00,,87,00:00:00,00:00:00,,25,00:00:00,,75,00:00:00,,75,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00
A14024001,SI,SR,98.11311453,100,00:00:00,92.68340695,100,00:00:00,69.36597668,85,00:00:00,99.16175847,100,00:00:00,14.7202495,15,00:00:00,1.556665284,100,39:32:29,32.84562977,70,00:01:19,10,10,00:04:59,33.64829938,47,00:00:00,58.98164737,85,00:00:00,8.808609908,10,00:00:00,97.43787062,100,00:01:44,72.52298497,75,00:00:00,14.56565273,25,00:00:00,69.4741611,100,00:02:18,39.80593927,50,00:02:35,1.142197046,10,00:00:00,100,100,00:00:00,70.87441322,87,00:00:00,53:03:32,21.0200828,25,00:00:00,64.90330532,75,00:00:00,71.04540035,75,00:00:00,10,10,00:01:19,10,10,39:32:29,10,10,00:00:00,10,10,00:00:00,8.81269458,10,39:32:29,8.690334573,10,00:01:19,9.901874056,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14335976,WA,JR,86.96038543,100,00:00:00,93.72901348,100,00:00:00,84.4008596,85,00:00:00,85.80492046,100,00:00:00,15,15,00:00:00,84.33061383,100,00:00:00,66.26373799,70,00:00:00,10,10,00:00:00,45.78957346,47,00:00:00,79.03288907,85,00:00:00,10,10,00:00:00,87.21192785,100,00:00:00,69.0136455,75,00:00:00,24.33291414,25,00:00:00,83.97953339,100,00:00:00,50,50,00:00:00,0,10,00:00:00,96.6062405,100,00:00:00,83.25013793,87,00:00:00,00:00:00,22.55694419,25,00:00:00,75,75,00:00:00,75,75,00:00:00,9.123572428,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.782756946,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.755698234,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.899815358,10,00:00:00
A14819404,SI,SO,78.59815968,100,00:00:00,97.26702065,100,00:00:00,74.24274313,85,00:00:00,100,100,00:00:00,13.62037895,15,00:00:00,92.30704664,100,00:00:00,52.6106228,70,00:00:00,10,10,00:00:00,47,47,00:00:00,77.76017437,85,00:00:00,9.686836999,10,00:00:00,74.94038669,100,00:00:00,74.59746973,75,00:00:00,25,25,00:00:00,78.56651595,100,00:00:00,49.30464353,50,00:00:00,1.741648299,10,00:00:00,99.03389515,100,00:00:00,85.64449413,87,00:00:00,00:00:00,24.01107525,25,00:00:00,71.08403344,75,00:00:00,72.0642659,75,00:00:00,8.668768261,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.443638931,10,00:00:00,10,10,00:00:00,9.286508317,10,00:00:00,10,10,00:00:00,9.714357142,10,00:00:00,9.926673993,10,00:00:00,9.165646799,10,00:00:00
A14668925,RE,JR,73.22758723,100,00:00:00,55.6242617,100,00:00:00,37.88377885,85,00:00:00,78.89189811,100,00:00:00,15,15,00:00:00,85.5053054,100,00:00:00,53.20159589,70,00:00:00,,10,00:00:00,40.2151046,47,00:00:00,55.02988106,85,00:00:00,,10,00:00:00,87.20388941,100,00:00:00,72.01169337,75,00:00:00,12.53107096,25,00:00:00,29.00899958,100,00:00:00,50,50,00:00:00,7.054146934,10,00:00:00,67.58497666,100,00:00:00,71.60713522,87,00:00:00,00:00:00,12.75215812,25,00:00:00,30.32713222,75,00:00:00,34.1799362,75,00:00:00,6.068710924,10,00:00:00,4.870335238,10,00:00:00,3.994088227,10,00:00:00,5.660292295,10,00:00:00,4.642942379,10,00:00:00,5.913207362,10,00:00:00,6.692847425,10,00:00:00,9.084672387,10,00:00:00,7.159178093,10,00:00:00,6.282515115,10,00:00:00
A14680166,SI,JR,100,100,00:00:00,85.73957901,100,00:00:00,54.9941438,85,00:00:00,87.03811128,100,00:00:00,15,15,00:00:00,94.29992353,100,46:30:58,70,70,00:00:00,10,10,00:00:00,41.97850068,47,00:00:00,64.44016005,85,441:29:10,10,10,00:00:00,78.98523713,100,00:00:00,64.80576439,75,00:00:00,25,25,00:00:00,,100,00:00:00,47.77450861,50,00:00:00,4.374579108,10,00:00:00,93.14253027,100,00:00:00,55.4046243,87,00:00:00,717:23:05,15.38456561,25,00:00:00,51.42928641,75,00:00:00,59.28451192,75,441:29:10,9.307740138,10,00:00:00,8.712201067,10,00:00:00,8.686601117,10,00:00:00,10,10,00:00:00,8.398648153,10,00:00:00,10,10,00:00:00,9.729362298,10,00:00:00,8.871134803,10,00:00:00,5.608395422,10,00:00:00,7.71335419,10,00:00:00
A14545267,TH,JR,86.40724112,100,00:00:00,87.16910284,100,00:00:00,55.79601505,85,00:00:00,81.39451324,100,00:00:00,14.26246417,15,00:00:00,92.59338493,100,45:17:14,64.00958349,70,00:00:00,10,10,00:00:00,40.52312799,47,00:00:00,63.98026518,85,00:00:00,10,10,00:00:00,89.05506803,100,00:00:00,72.37468282,75,00:00:00,20.90668542,25,00:00:00,78.79320807,100,00:00:00,30.97404261,50,00:01:22,4.110427238,10,00:00:00,97.11804911,100,00:00:00,60.66054743,87,00:00:00,63:28:47,13.23199129,25,00:00:00,49.43810821,75,00:00:00,54.91104928,75,00:00:00,8.588401821,10,00:00:00,8.368129248,10,00:00:00,8.443680808,10,00:00:00,10,10,00:00:00,8.219182497,10,00:00:00,8.239597744,10,63:28:47,8.124086929,10,00:00:00,8.393779703,10,63:28:47,8.884884201,10,00:00:00,10,10,45:17:14
A14368776,RE,JR,80.1554158,100,00:00:00,92.70032473,100,00:00:00,66.05031954,85,00:00:00,95.6116434,100,00:00:00,15,15,00:00:00,83.47193412,100,44:40:07,68.76325295,70,00:00:00,8.866001121,10,00:00:00,41.9676002,47,00:00:00,44.79564589,85,00:00:00,7.745038553,10,00:00:00,92.46008529,100,00:00:00,75,75,00:00:00,25,25,00:00:00,89.63378405,100,00:00:00,36.34750536,50,00:00:00,1.091473564,10,00:00:00,91.23375734,100,00:00:00,76.69535288,87,00:00:00,373:14:01,20.77658034,25,00:00:00,54.32931201,75,00:00:00,60.9484755,75,00:00:00,8.451450204,10,00:00:00,8.3773978,10,00:00:00,8.542781711,10,00:00:00,9.098057954,10,00:00:00,9.597014122,10,00:00:00,9.894745466,10,00:00:00,10,10,00:00:00,7.59076531,10,00:00:00,10,10,00:00:00,9.825986162,10,00:00:00
A14224543,RE,JR,51.39891404,100,00:00:38,80.23254229,100,00:00:00,85,85,00:00:00,92.89933276,100,00:00:00,15,15,00:00:00,67.19240823,100,00:00:00,58.93961246,70,00:00:00,10,10,00:00:00,27.62830702,47,00:00:00,67.55623534,85,00:00:00,10,10,00:00:00,98.36932334,100,00:00:00,56.24426681,75,00:00:00,18.12362299,25,00:00:00,87.12869909,100,00:00:00,48.84011492,50,00:00:00,6.95714384,10,00:00:00,86.54631627,100,00:00:00,74.25297784,87,00:00:00,00:00:38,25,25,00:00:00,75,75,00:00:38,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.333178746,10,00:00:00,9.522430809,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14330717,SI,JR,95.99354891,100,00:00:00,100,100,00:00:00,77.07931348,85,00:00:00,91.08078403,100,00:00:00,10.7331124,15,00:00:00,89.33869139,100,24:38:32,68.88241493,70,00:00:00,10,10,00:00:00,36.52808968,47,00:00:00,85,85,00:00:00,7.623953766,10,00:00:00,96.04984457,100,00:00:00,75,75,00:00:00,21.65823581,25,00:00:00,99.65482121,100,405:37:42,46.37764086,50,00:00:00,0,10,00:00:00,100,100,00:00:00,75.06868609,87,00:00:00,430:16:14,22.79523914,25,00:00:00,72.52833505,75,00:00:00,75,75,00:00:00,9.887847965,10,00:00:00,8.575030808,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,6.194161027,10,00:00:00,9.155946403,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14883274,SI,JR,91.738611,100,00:00:00,60.31073276,100,00:00:00,49.89578509,85,00:00:00,84.4348257,100,00:00:00,1.219173281,15,00:00:00,96.58938171,100,00:00:00,70,70,00:00:00,10,10,00:00:00,41.82609082,47,00:00:00,64.19367836,85,645:24:50,7.153109476,10,00:00:00,91.34092472,100,00:00:00,67.89722976,75,00:00:00,24.83285818,25,00:00:00,97.34701889,100,00:00:00,45.94633749,50,00:00:00,3.464868019,10,00:00:00,88.58556222,100,00:00:00,62.12262621,87,00:00:00,669:12:21,16.3522955,25,00:00:00,50.19417786,75,00:00:00,51.64781248,75,00:00:00,6.802589369,10,00:00:00,5.438300044,10,00:00:00,8.079438517,10,00:00:00,5.766349245,10,00:00:00,6.807454168,10,00:00:00,8.332028237,10,00:00:00,6.84769865,10,00:00:00,9.551709526,10,00:00:00,5.900550965,10,00:00:00,6.823425107,10,00:00:00
A14161753,MU,SR,94.73944036,100,00:00:00,83.56122279,100,00:00:00,71.16568688,85,00:00:00,94.7433879,100,00:00:00,15,15,00:00:00,92.50524663,100,00:00:00,69.65165717,70,00:00:00,0,10,00:00:00,46.06031479,47,00:00:00,68.50247471,85,00:00:00,1.98870529,10,00:00:00,85.24569872,100,00:00:00,59.44775209,75,00:00:00,25,25,00:00:00,83.12687596,100,00:00:00,47.39820069,50,00:00:00,6.030324565,10,00:00:00,93.19926571,100,00:00:00,73.00949647,87,00:00:00,00:00:00,21.34365518,25,00:00:00,64.13797839,75,00:00:00,72.83957674,75,00:00:00,10,10,00:00:00,7.876994724,10,00:00:00,10,10,00:00:00,7.752497528,10,00:00:00,9.628017729,10,00:00:00,9.308309472,10,00:00:00,7.610817322,10,00:00:00,9.796305444,10,00:00:00,10,10,00:00:00,9.279671693,10,00:00:00
A14322486,RE,SR,100,100,00:00:00,78.86825076,100,00:00:00,60.10870369,85,00:00:00,67.67783655,100,00:00:00,15,15,00:00:00,84.33077361,100,46:48:38,59.89283959,70,00:00:00,1.163074304,10,00:00:00,43.72604699,47,00:00:00,72.3065626,85,00:00:00,10,10,00:00:00,96.11312617,100,00:00:00,71.12972381,75,00:00:00,23.50306619,25,00:00:00,,100,00:00:00,47.10098317,50,00:00:00,0,10,00:00:00,80.23483672,100,00:00:00,71.32226476,87,00:00:00,46:51:36,16.76959698,25,46:51:36,57.55255236,75,00:00:00,63.8810224,75,00:00:00,10,10,00:00:00,7.703631589,10,00:00:00,8.753781279,10,00:00:00,8.953177383,10,00:00:00,9.150092851,10,46:48:38,10,10,00:00:00,8.001731584,10,00:00:00,8.077622631,10,00:00:00,8.442308607,10,46:51:36,10,10,46:51:36
A14865587,RE,JR,99.39813858,100,00:00:00,74.71351905,100,00:00:00,74.84265473,85,00:00:00,76.36617728,100,00:00:00,15,15,00:00:00,100,100,47:13:39,40.55911834,70,00:00:00,,10,00:00:00,38.6041407,47,00:00:00,46.96064966,85,00:00:00,,10,00:00:00,93.85198004,100,00:00:00,64.52360857,75,00:00:00,25,25,00:00:00,37.43212954,100,00:00:00,44.24067325,50,00:00:00,0.8890980295,10,00:00:00,84.0334956,100,00:00:00,81.98368117,87,00:00:00,47:13:39,20.48261993,25,00:00:00,69.12770161,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.174575149,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.504693418,10,00:00:00
A14313679,SI,SR,81.67277539,100,00:00:00,97.51029408,100,00:00:00,70.20758455,85,00:00:00,80.09256097,100,268:26:07,15,15,00:00:00,83.19862256,100,00:00:00,68.30203658,70,00:00:00,9.271746882,10,00:00:00,45.56783552,47,00:00:00,78.48745179,85,00:00:00,10,10,00:00:00,80.93373786,100,434:14:10,75,75,00:00:00,25,25,00:00:00,91.18735887,100,00:00:00,37.80711923,50,00:00:00,0.7860347882,10,00:00:00,94.21953291,100,00:00:00,72.4740637,87,00:00:00,702:40:17,22.36852129,25,00:00:00,67.56696534,75,00:00:00,72.41353403,75,00:00:00,9.534139794,10,00:00:00,8.96224064,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.887460194,10,00:00:00,9.306303463,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14770853,RE,SR,80.98429436,100,00:00:00,,100,00:00:00,72.87041347,85,00:00:00,52.3148556,100,00:00:00,15,15,00:00:00,21.34351346,100,42:18:27,37.5515784,70,00:00:00,,10,00:00:00,37.89718322,47,00:00:00,50.58410793,85,00:00:00,,10,00:00:00,98.32691867,100,416:19:19,61.64014609,75,00:00:00,17.77971683,25,00:00:00,58.27231419,100,00:00:00,28.73414339,50,00:00:00,,10,00:00:00,76.91624807,100,00:00:00,67.18412162,87,00:00:00,458:37:46,22.59607117,25,00:00:00,63.07933374,75,00:00:00,67.60496514,75,42:18:27,10,10,00:00:00,10,10,42:18:27,9.954074988,10,416:19:19,10,10,00:00:00,6.859761508,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14073781,TH,SR,78.12798238,100,00:00:00,82.48455272,100,00:00:00,49.93663308,85,00:00:00,76.37578976,100,00:00:00,7.715206716,15,00:00:00,91.07425294,100,47:57:16,55.08715666,70,00:00:00,8.130442862,10,588:07:50,34.57347016,47,00:00:00,62.37433092,85,00:00:00,,10,00:00:00,64.94358199,100,355:33:14,60.89676371,75,00:00:00,25,25,00:00:00,29.74072839,100,00:00:00,50,50,00:00:00,1.020770692,10,00:00:00,82.51582549,100,00:00:00,85.1491516,87,00:00:00,1333:25:14,12.26492438,25,00:00:00,49.64493551,75,00:00:00,54.21123587,75,00:00:00,7.184655884,10,1333:25:14,8.780024131,10,00:00:00,9.46658118,10,00:00:00,6.771209618,10,00:00:00,8.654923607,10,00:00:00,5.63729382,10,355:33:14,7.624791037,10,00:00:00,6.341448833,10,00:00:00,8.532571244,10,00:00:00,8.145421471,10,00:00:00
A14313679,RE,SR,88.18252529,100,00:00:00,90.73309269,100,00:00:00,61.13614232,85,00:00:00,84.59665446,100,268:26:07,11.27924186,15,00:00:00,96.62773675,100,00:00:00,62.01976769,70,00:00:00,10,10,00:00:00,47,47,00:00:00,81.9375675,85,00:00:00,3.923315221,10,00:00:00,84.30324942,100,434:14:10,57.70761454,75,00:00:00,25,25,00:00:00,100,100,00:00:00,37.47485767,50,00:00:00,5.196574158,10,00:00:00,95.85306691,100,00:00:00,75.7563003,87,00:00:00,702:40:17,19.33913701,25,434:14:10,63.13063914,75,00:00:00,69.736951,75,00:00:00,8.139211395,10,00:00:00,8.099075712,10,00:00:00,7.215001436,10,00:00:00,7.249723719,10,00:00:00,8.249493885,10,00:00:00,10,10,00:00:00,8.793314492,10,00:00:00,9.563891999,10,434:14:10,10,10,00:00:00,10,10,00:00:00
A14545267,RE,JR,93.40703341,100,00:00:00,98.84914343,100,00:00:00,61.42140881,85,00:00:00,75.24817557,100,00:00:00,15,15,00:00:00,100,100,45:17:14,53.11879249,70,00:00:00,8.787987474,10,00:00:00,43.67972402,47,00:00:00,75.67351319,85,00:00:00,10,10,00:00:00,91.50316015,100,00:00:00,65.82025409,75,00:00:00,20.25771851,25,00:00:00,89.7064629,100,00:00:00,31.40878781,50,00:01:22,4.566200507,10,00:00:00,85.92386459,100,00:00:00,60.83624947,87,00:00:00,63:28:47,19.20949965,25,00:00:00,58.29716316,75,00:00:00,61.85410047,75,00:00:00,10,10,63:28:47,10,10,00:00:00,10,10,00:00:00,10,10,63:28:47,8.557859116,10,63:28:47,10,10,00:00:00,8.341263751,10,00:00:00,9.327807393,10,00:01:22,8.108162507,10,00:00:00,10,10,00:00:00
